mes;cnae_classe;saldo
1;Montagem de instalações industriais e de estruturas metálicas;  3058
1;Navegação de apoio;    -2
1;Obras de acabamento;  1576
1;Obras de engenharia civil não especificadas anteriormente;   593
1;Obras de fundações;   518
1;Obras de instalações em construções não especificadas anteriormente;   230
1;Obras de terraplenagem;   190
1;Obras de urbanização - ruas, praças e calçadas;   -28
1;Obras para geração e distribuição de energia elétrica e para telecomunicações;   222
1;Obras portuárias, marítimas e fluviais;   109
1;Operadoras de televisão por assinatura por cabo;   -43
1;Operadores turísticos;    -6
1;Organismos internacionais e outras instituições extraterritoriais;    -5
1;Outras atividades de prestação de serviços de informação não especificadas anteriormente;    14
1;Outras atividades de serviços financeiros não especificadas anteriormente;    -6
1;Outras atividades de telecomunicações;   103
1;Outras sociedades de participação, exceto holdings;    36
1;Outros tipos de alojamento não especificados anteriormente;    23
1;Parques de diversão e parques temáticos;    60
1;Perfurações e sondagens;    33
1;Pesca em água doce;     4
1;Pesca em água salgada;   243
1;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;     3
1;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;    16
1;Pesquisas de mercado e de opinião pública;    11
1;Planos de saúde;   -93
1;Portais, provedores de conteúdo e outros serviços de informação na internet;   274
1;Preparação do leite;     2
1;Preparação e fiação de fibras de algodão;    41
1;Preparação e fiação de fibras têxteis naturais, exceto algodão;     6
1;Preservação do pescado e fabricação de produtos do pescado;    35
1;Previdência complementar aberta;    -2
1;Previdência complementar fechada;     6
1;"Produção de artefatos estampados de metal; metalurgia do pó";    83
1;Produção de ferroligas;     2
1;Produção de forjados de aço e de metais não-ferrosos e suas ligas;    27
1;"Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas";    -2
1;Produção de laminados longos de aço;    57
1;Produção de laminados planos de aço;     3
1;Produção de mudas e outras formas de propagação vegetal, certificadas;    55
1;Produção de outros tubos de ferro e aço;    11
1;Produção de relaminados, trefilados e perfilados de aço;    30
1;Produção de sementes certificadas;    34
1;Produção de semi-acabados de aço;     8
1;Produção de tubos de aço com costura;     4
1;Produção e distribuição de vapor, água quente e ar condicionado;     3
1;Produção florestal - florestas nativas;  -118
1;Produção florestal - florestas plantadas;    57
1;Programadoras e atividades relacionadas à televisão por assinatura;   127
1;Recondicionamento e recuperação de motores para veículos automotores;    34
1;Recuperação de materiais metálicos;   -32
1;Recuperação de materiais não especificados anteriormente;    19
1;Recuperação de materiais plásticos;     1
1;Reforma de pneumáticos usados;    25
1;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;     9
1;Regulação das atividades econômicas;   -11
1;Reparação e manutenção de computadores e de equipamentos periféricos;    32
1;Reparação e manutenção de equipamentos de comunicação;   108
1;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;   -14
1;Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente;    10
1;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;    -5
1;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;    13
1;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;   -10
1;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;    17
1;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;    -1
1;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;    57
1;Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios;    -3
1;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;   -15
1;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;    18
1;Representantes comerciais e agentes do comércio de veículos automotores;    18
1;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;    10
1;Reprodução de materiais gravados em qualquer suporte;    -1
1;Resseguros;    -3
1;Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas; -2026
1;Securitização de créditos;     9
1;Seguridade social obrigatória;    -1
1;Seguros de vida;    26
1;Seguros não-vida;   -33
1;Seguros-saúde;    15
1;Seleção e agenciamento de mão-de-obra;   132
1;Serviços ambulantes de alimentação;    15
1;Serviços combinados de escritório e apoio administrativo;   654
1;Serviços combinados para apoio a edifícios, exceto condomínios prediais;  1479
1;Serviços de acabamentos gráficos;  -103
1;Serviços de arquitetura;    11
1;Serviços de assistência social sem alojamento;   107
1;Serviços de catering, bufê e outros serviços de comida preparada;   746
1;Serviços de engenharia;   711
1;Serviços de pré-impressão;    18
1;Serviços de preparação do terreno não especificados anteriormente;    36
1;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;     2
1;Serviços de reservas e outros serviços de turismo não especificados anteriormente;    26
1;Serviços de usinagem, solda, tratamento e revestimento em metais;   180
1;Serviços domésticos;    -9
1;Serviços especializados para construção não especificados anteriormente;  1212
1;Serviços móveis de atendimento a urgências;    -1
1;Sociedades de capitalização;     2
1;Sociedades de crédito ao microempreendedor;     3
1;Sociedades de crédito, financiamento e investimento - financeiras;    68
1;Sociedades de fomento mercantil - factoring;     5
1;Suporte técnico, manutenção e outros serviços em tecnologia da informação;  -133
1;Tecelagem de fios de algodão;   123
1;Tecelagem de fios de fibras artificiais e sintéticas;   207
1;Tecelagem de fios de fibras têxteis naturais, exceto algodão;     3
1;Telecomunicações por fio;   165
1;Telecomunicações por satélite;    -2
1;Telecomunicações sem fio;    13
1;Terminais rodoviários e ferroviários;   -17
1;Testes e análises técnicas;   315
1;Torrefação e moagem de café;   -19
1;Transmissão de energia elétrica;     5
1;Transporte aéreo de carga;     4
1;Transporte aéreo de passageiros não-regular;     3
1;Transporte aéreo de passageiros regular;    13
1;Transporte dutoviário;     0
1;Transporte escolar;  -158
1;Transporte ferroviário de carga;    -3
1;Transporte marítimo de cabotagem;     3
1;Transporte marítimo de longo curso;     1
1;Transporte metroferroviário de passageiros;    83
1;Transporte por navegação de travessia;     3
1;Transporte por navegação interior de carga;    -1
1;Transporte por navegação interior de passageiros em linhas regulares;     0
1;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional;  -113
1;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana;  -332
1;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente;  -205
1;Transporte rodoviário de carga;  -309
1;Transporte rodoviário de táxi;    34
1;Transportes aquaviários não especificados anteriormente;    -1
1;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;   -19
1;Tratamento e disposição de resíduos não-perigosos;     4
1;Tratamento e disposição de resíduos perigosos;     9
1;Trens turísticos, teleféricos e similares;    -5
2;Abate de reses, exceto suínos;  -356
2;Abate de suínos, aves e outros pequenos animais;    34
2;Acabamentos em fios, tecidos e artefatos têxteis;    60
2;Administração de bolsas e mercados de balcão organizados;     3
2;Administração de cartões de crédito;    41
2;Administração de consórcios para aquisição de bens e direitos;    63
2;Administração pública em geral;  5502
2;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;     9
2;Agências de fomento;    -1
2;Agências de notícias;     5
2;Agências de publicidade;   143
2;Agências de viagens;  -359
2;Aluguel de equipamentos recreativos e esportivos;   -44
2;Aluguel de fitas de vídeo, DVDs e similares;   -30
2;Aluguel de máquinas e equipamentos agrícolas sem operador;   212
2;Aluguel de máquinas e equipamentos não especificados anteriormente;   124
2;Aluguel de máquinas e equipamentos para construção sem operador;   285
2;Aluguel de máquinas e equipamentos para escritório;    27
2;Aluguel de objetos do vestuário, jóias e acessórios;    18
2;Aluguel de objetos pessoais e domésticos não especificados anteriormente;    32
2;Aparelhamento e outros trabalhos em pedras;    66
2;Aqüicultura em água doce;    46
2;Aqüicultura em água salgada e salobra;    13
2;Armazenamento;   220
2;Arrendamento mercantil;    -3
2;Artes cênicas, espetáculos e atividades complementares;   -61
2;Atividades associativas não especificadas anteriormente;   431
2;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;   -38
2;Atividades auxiliares dos serviços financeiros não especificadas anteriormente;     8
2;Atividades auxiliares dos transportes aéreos;   106
2;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;     5
2;Atividades auxiliares dos transportes terrestres não especificadas anteriormente;    83
2;Atividades de administração de fundos por contrato ou comissão;     8
2;Atividades de agenciamento marítimo;    -4
2;Atividades de apoio à agricultura; -4482
2;Atividades de apoio à educação;   109
2;Atividades de apoio à extração de minerais, exceto petróleo e gás natural;    -3
