mes;cnae_classe;regiao_administrativa;saldo
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Campinas;    13
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Franca;     2
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Itapeva;    -1
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Marília;     3
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Presidente Prudente;    -1
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Região Administrativa Central;     0
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Ribeirão Preto;    -2
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Santos;     5
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;São José do Rio Preto;     0
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;São José dos Campos;     9
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;São Paulo;   -28
1;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;Sorocaba;   -14
1;Atividades de assistência social prestadas em residências coletivas e particulares;Araçatuba;     1
1;Atividades de assistência social prestadas em residências coletivas e particulares;Barretos;     1
1;Atividades de assistência social prestadas em residências coletivas e particulares;Bauru;   -20
1;Atividades de assistência social prestadas em residências coletivas e particulares;Campinas;    54
1;Atividades de assistência social prestadas em residências coletivas e particulares;Franca;     0
1;Atividades de assistência social prestadas em residências coletivas e particulares;Itapeva;    -1
1;Atividades de assistência social prestadas em residências coletivas e particulares;Marília;     1
1;Atividades de assistência social prestadas em residências coletivas e particulares;Presidente Prudente;     5
1;Atividades de assistência social prestadas em residências coletivas e particulares;Região Administrativa Central;     0
1;Atividades de assistência social prestadas em residências coletivas e particulares;Registro;     0
1;Atividades de assistência social prestadas em residências coletivas e particulares;Ribeirão Preto;     1
1;Atividades de assistência social prestadas em residências coletivas e particulares;Santos;     0
1;Atividades de assistência social prestadas em residências coletivas e particulares;São José do Rio Preto;    -5
1;Atividades de assistência social prestadas em residências coletivas e particulares;São José dos Campos;   -19
1;Atividades de assistência social prestadas em residências coletivas e particulares;São Paulo;   -23
1;Atividades de assistência social prestadas em residências coletivas e particulares;Sorocaba;     6
1;Atividades de associações de defesa de direitos sociais;Araçatuba;    12
1;Atividades de associações de defesa de direitos sociais;Barretos;   -19
1;Atividades de associações de defesa de direitos sociais;Bauru;   -52
1;Atividades de associações de defesa de direitos sociais;Campinas;    70
1;Atividades de associações de defesa de direitos sociais;Franca;     8
1;Atividades de associações de defesa de direitos sociais;Itapeva;     3
1;Atividades de associações de defesa de direitos sociais;Marília;    11
1;Atividades de associações de defesa de direitos sociais;Presidente Prudente;     6
1;Atividades de associações de defesa de direitos sociais;Região Administrativa Central;    14
1;Atividades de associações de defesa de direitos sociais;Registro;     2
1;Atividades de associações de defesa de direitos sociais;Ribeirão Preto;   -11
1;Atividades de associações de defesa de direitos sociais;Santos;    60
1;Atividades de associações de defesa de direitos sociais;São José do Rio Preto;    23
1;Atividades de associações de defesa de direitos sociais;São José dos Campos;    36
1;Atividades de associações de defesa de direitos sociais;São Paulo;   247
1;Atividades de associações de defesa de direitos sociais;Sorocaba;   -23
1;Atividades de atenção à saúde humana não especificadas anteriormente;Araçatuba;    -1
1;Atividades de atenção à saúde humana não especificadas anteriormente;Bauru;    58
1;Atividades de atenção à saúde humana não especificadas anteriormente;Campinas;    -1
1;Atividades de atenção à saúde humana não especificadas anteriormente;Marília;     1
1;Atividades de atenção à saúde humana não especificadas anteriormente;Presidente Prudente;    -2
1;Atividades de atenção à saúde humana não especificadas anteriormente;Região Administrativa Central;     1
1;Atividades de atenção à saúde humana não especificadas anteriormente;Ribeirão Preto;    -2
1;Atividades de atenção à saúde humana não especificadas anteriormente;Santos;     0
1;Atividades de atenção à saúde humana não especificadas anteriormente;São José do Rio Preto;    -2
1;Atividades de atenção à saúde humana não especificadas anteriormente;São José dos Campos;     2
1;Atividades de atenção à saúde humana não especificadas anteriormente;São Paulo;     0
1;Atividades de atenção à saúde humana não especificadas anteriormente;Sorocaba;    -6
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Araçatuba;    16
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Barretos;    -3
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Bauru;    12
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Campinas;   103
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Franca;    25
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Itapeva;     3
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Marília;    26
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Presidente Prudente;     5
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Região Administrativa Central;    22
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Registro;     3
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Ribeirão Preto;    32
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Santos;    65
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;São José do Rio Preto;    24
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;São José dos Campos;    18
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;São Paulo;   583
1;Atividades de atenção ambulatorial executadas por médicos e odontólogos;Sorocaba;    18
1;Atividades de atendimento hospitalar;Araçatuba;    13
1;Atividades de atendimento hospitalar;Barretos;    12
1;Atividades de atendimento hospitalar;Bauru;   -21
1;Atividades de atendimento hospitalar;Campinas;  -193
1;Atividades de atendimento hospitalar;Franca;    16
1;Atividades de atendimento hospitalar;Itapeva;    -2
1;Atividades de atendimento hospitalar;Marília;    16
1;Atividades de atendimento hospitalar;Presidente Prudente;     2
1;Atividades de atendimento hospitalar;Região Administrativa Central;    -1
1;Atividades de atendimento hospitalar;Registro;    -7
1;Atividades de atendimento hospitalar;Ribeirão Preto;   -75
1;Atividades de atendimento hospitalar;Santos;    36
1;Atividades de atendimento hospitalar;São José do Rio Preto;   574
1;Atividades de atendimento hospitalar;São José dos Campos;  -183
1;Atividades de atendimento hospitalar;São Paulo;   -18
1;Atividades de atendimento hospitalar;Sorocaba;    88
1;Atividades de bibliotecas e arquivos;Campinas;    -1
1;Atividades de bibliotecas e arquivos;São Paulo;     5
1;Atividades de cobrança e informações cadastrais;Araçatuba;    -7
1;Atividades de cobrança e informações cadastrais;Barretos;     6
1;Atividades de cobrança e informações cadastrais;Bauru;    64
1;Atividades de cobrança e informações cadastrais;Campinas;    95
1;Atividades de cobrança e informações cadastrais;Franca;    -3
1;Atividades de cobrança e informações cadastrais;Itapeva;     1
1;Atividades de cobrança e informações cadastrais;Marília;    24
1;Atividades de cobrança e informações cadastrais;Presidente Prudente;   -12
1;Atividades de cobrança e informações cadastrais;Região Administrativa Central;    -8
1;Atividades de cobrança e informações cadastrais;Registro;     0
1;Atividades de cobrança e informações cadastrais;Ribeirão Preto;    62
1;Atividades de cobrança e informações cadastrais;Santos;    -5
1;Atividades de cobrança e informações cadastrais;São José do Rio Preto;    21
1;Atividades de cobrança e informações cadastrais;São José dos Campos;    -8
1;Atividades de cobrança e informações cadastrais;São Paulo;   156
1;Atividades de cobrança e informações cadastrais;Sorocaba;     7
1;Atividades de condicionamento físico;Araçatuba;    -1
1;Atividades de condicionamento físico;Barretos;    -2
1;Atividades de condicionamento físico;Bauru;    -6
1;Atividades de condicionamento físico;Campinas;    53
1;Atividades de condicionamento físico;Franca;    17
1;Atividades de condicionamento físico;Itapeva;    -2
1;Atividades de condicionamento físico;Marília;   -14
1;Atividades de condicionamento físico;Presidente Prudente;     3
1;Atividades de condicionamento físico;Região Administrativa Central;     0
1;Atividades de condicionamento físico;Registro;    -2
1;Atividades de condicionamento físico;Ribeirão Preto;     0
1;Atividades de condicionamento físico;Santos;    -5
1;Atividades de condicionamento físico;São José do Rio Preto;    -7
1;Atividades de condicionamento físico;São José dos Campos;    -1
1;Atividades de condicionamento físico;São Paulo;   119
1;Atividades de condicionamento físico;Sorocaba;    13
1;Atividades de consultoria em gestão empresarial;Araçatuba;    17
1;Atividades de consultoria em gestão empresarial;Bauru;     3
1;Atividades de consultoria em gestão empresarial;Campinas;    52
1;Atividades de consultoria em gestão empresarial;Franca;    -2
1;Atividades de consultoria em gestão empresarial;Itapeva;    -1
1;Atividades de consultoria em gestão empresarial;Marília;    -3
1;Atividades de consultoria em gestão empresarial;Presidente Prudente;     0
1;Atividades de consultoria em gestão empresarial;Região Administrativa Central;    -2
1;Atividades de consultoria em gestão empresarial;Registro;    -1
1;Atividades de consultoria em gestão empresarial;Ribeirão Preto;    28
1;Atividades de consultoria em gestão empresarial;Santos;    -2
1;Atividades de consultoria em gestão empresarial;São José do Rio Preto;     2
1;Atividades de consultoria em gestão empresarial;São José dos Campos;    11
1;Atividades de consultoria em gestão empresarial;São Paulo;   194
1;Atividades de consultoria em gestão empresarial;Sorocaba;    27
1;Atividades de contabilidade, consultoria e auditoria contábil e tributária;Araçatuba;    27
1;Atividades de contabilidade, consultoria e auditoria contábil e tributária;Barretos;    -2
1;Atividades de contabilidade, consultoria e auditoria contábil e tributária;Bauru;    14
